Topic,Subtopic,Filename,recompress,Video Start Time,Video End Time
Optics,Math,1Defining a Double Slit Problem,,0:33,1:04
Optics,Math,2Defining a Double Slit Problem,,2:27,10:13
Optics,Math,Defining a Single Slit Problem,,10:13,19:06
Optics,Math,Integral for Single Slit,,19:06,26:40
Optics,Math,Integrating with Euler's Relation,,26:40,34:49
Optics,Math,Solving the Integral,,34:39,45:46
Optics,Math,Sketching Intensity,,45:46,50:38
