Topic,Subtopic,Filename,recompress,Video Start Time,Video End Time
Opening Videos,,Veritasium - 4 Revolutionary Riddles Resolved!,,0:00,1:47
Electricity,Electric Calculus,Integrating Electric Field,,1:47,9:26
Electricity,Electric Calculus,More dQ - Spherical Coordinates,,9:26,25:32
Electricity,Electric Calculus,Using Coordinates to Integrate in 3D,,25:32,36:32
Electricity,Electric Calculus,Integrating Electric Field - Hollow Disk,,36:32,51:08
