Topic,Subtopic,Filename,recompress,Video Start Time,Video End Time
Optics,Geometrical Optics,Mirror Tricks,,10:34,19:42
Optics,Geometrical Optics,Lens Refraction,,19:42,27:02
Optics,Geometrical Optics,Real & Virtual Images,,27:02,29:20
