Topic,Subtopic,Filename,recompress,Video Start Time,Video End Time
Electricity,Electric Calculus,Breaking up Electric Field,,8:16,26:07
Electricity,Electric Calculus,Using 3D Calculus in Intro Physics,,26:07,34:02
Electricity,Electric Calculus,Explaining dQ,,34:02,37:47
Electricity,Electric Calculus,New Coordinate Systems,,37:47,52:00
