Topic,Subtopic,Filename,recompress,Video Start Time,Video End Time
Optics,Geometrical Optics,What's on the Homework,,0:00,2:36
Optics,Geometrical Optics,Near-Sightedness,,2:36,12:08
Optics,Geometrical Optics,Prescribing Lenses,,12:08,20:29
Optics,Geometrical Optics,Near-Point,,20:29,24:54
