Topic,Subtopic,Filename,recompress,Video Start Time,Video End Time
Syllabus Week,,1Introduction to PHY132,,0:00,15:48
Syllabus Week,,2Introduction to PHY132,,17:24,19:56
Electricity,Electric Forces,Intro to Electric Forces,,20:13,35:37
Electricity,Electric Forces,Free-Body Analysis of Point Charges,,35:37
