Topic,Subtopic,Filename,recompress,Video Start Time,Video End Time
Magnetism,Magnetic Field,Magnetism Formula Review,,2:17,6:37
Magnetism,Magnetic Field,Current & Magnetic Field Problem,,6:37,16:45
Magnetism,Magnetic Field,Brief - Biot-Savart,,16:45,21:24
Magnetism,Magnetic Field,Field Contribution Demonstration,,21:24,35:03
Magnetism,Magnetic Field,Solving Biot-Savart,,35:03,42:31
Magnetism,Faraday's Law,Intro to Faraday's Law,,42:31,49:43
