Topic,Subtopic,Filename,recompress,Video Start Time,Video End Time
Optics,Geometrical Optics,Reading Glasses,,0:47,8:54
Optics,Geometrical Optics,Calculating Far-Sightedness,,8:54,18:17
Optics,Geometrical Optics,Catching a Football,,18:17,21:04
Optics,Geometrical Optics,More About Glasses,,21:04,31:41
Optics,Geometrical Optics,Lens Maker's Formula & Math,,31:41,40:27
Optics,Math,Euler's Relation,,40:27,48:29
Optics,Math,Why Euler is Easy,,48:29,51:48
