Topic,Subtopic,Filename,recompress,Video Start Time,Video End Time
Optics,Geometrical Optics,Review of Table of Signs,,1:34,8:42
Optics,Geometrical Optics,Distance - Objects & Images,,8:42,18:23
Optics,Geometrical Optics,Moving Our Lenses,,18:23,29:29
Optics,Geometrical Optics,Outlining a Lens-Mirror Problem,,29:29,35:33
Optics,Geometrical Optics,Solving the Lens-Mirror Problem (part a),,37:39,45:01
Optics,Geometrical Optics,Solving the Lens-Mirror Problem (part b),,45:01,50:42
