Topic,Subtopic,Filename,Video Start Time,Video End Time
First Law of Thermo,36,Review of Last Class,0:00,6:58
First Law of Thermo,36,Solving an Ice Problem,6:58,13:44
First Law of Thermo,36,Guessing Our System,13:44,25:43
First Law of Thermo,36,How to Know Our Guess is Right,25:43,31:36
First Law of Thermo,36,Exploding Buckets,31:36,39:02
First Law of Thermo,36,Using PV=nRT,39:02,47:30
First Law of Thermo,36,Internal Energy-Heat & Work,47:30,51:02
