Topic,Subtopic,Filename,Video Start Time,Video End Time
Kinetic Gases,34,Equation of State,2:33,12:10
Kinetic Gases,34,PV=nkT,12:10,19:50
Kinetic Gases,34,Units for Ideal Gas,19:50,22:37
Kinetic Gases,34,Modeling the Ideal Gas,22:37,33:49
Kinetic Gases,34,Kinetic Theory,33:49,40:22
Kinetic Gases,34,Shapes of Electron Clouds,40:22,49:57
