Topic,Subtopic,Filename,Video Start Time,Video End Time
Heat Engines,40,Adiabatic Process,0:00,7:43
Heat Engines,40,Writing the State Table,7:43,16:07
Heat Engines,40,Using the Adiabat Formulas,16:07,22:24
Heat Engines,40,Filling Out the Process Table,22:24,30:30
Heat Engines,40,Sanity Checks and Coefficient of Performance,30:30,40:52
Heat Engines,40,Last Bit of PHY 131,40:52,42:33
