Topic,Subtopic,Filename,Video Start Time,Video End Time
Ideal Gas,37,Work of a Gas,0:00,6:54
Ideal Gas,37,Delta U (Internal Energy),6:54,17:42
Ideal Gas,37,Heat and Internal Energy,17:42,26:46
Ideal Gas,37,More About Misconceptions,26:46,33:09
Ideal Gas,37,The Table,33:09,44:01
Ideal Gas,37,More of the Table,44:01,49:40
