Topic,Subtopic,Filename,recompress,Video Start Time,Video End Time
Opening Videos,,The Broom Riddle (Lect. 7),,0:00,2:01
Kinematics,2D Motion,The Alfa Romeo HW Problem,,2:01,13:38
Kinematics,2D Motion,Alfa Romeo Equations of Motion,,13:38,20:37
Kinematics,2D Motion,The Average Velocity Riddle,,20:37,31:26
Newtonian Physics,Newton's Laws,History of Newton,,31:26,39:40
Newtonian Physics,Newton's Laws,Newton's Laws of Motion,,39:39,50:01
