Topic,Subtopic,Filename,Video Start Time,Video End Time
Waves,33,What We Learned Last Class - Waves,0:00,5:29
Waves,33,A Higher Fundamental Mode,5:29,10:57
Waves,33,Thicker and Thinner Strings,10:57,17:14
Waves,33,Frets and a Musical Performance,17:34,22:51
Waves,33,Wind Instruments,22:51,33:20
Waves,33,Clarinet Oboe and Saxophone,33:20,43:42
