Topic,Subtopic,Filename,recompress,Video Start Time,Video End Time
Syllabus Week,,Introduction to PHY 131,,0:05,8:11
Syllabus Week,,Teaching a Large Course,,8:11,14:25
Syllabus Week,,Grade Breakdown,,14:25,19:31
Syllabus Week,,Testing for Online Students,,19:31,22:13
Syllabus Week,,Memorizing vs. Remembering & Understanding,,22:13,25:40
Syllabus Week,,Recitations & Homework,,25:40,31:53
Syllabus Week,,More on WebAssign,,31:53,42:16
