Topic,Subtopic,Filename,recompress,Video Start Time,Video End Time
Exam Info,Midterm 2 Info,More Midterm 2 Info(OLD),,00:00,10:30
Simple Harmonic Motion,,Recap of SHM -- Equations & Relations,,10:30,22:10
Simple Harmonic Motion,,Recap of SHM -- What is omega?,,22:10,29:05
Simple Harmonic Motion,,A Practice Problem,,29:05,42:17
Simple Harmonic Motion,,Physical Pendulum,,42:17,52:13
