Topic,Subtopic,Filename,recompress,Video Start Time,Video End Time
Exam Info,Midterm 2 Info,Midterm 2 Info Once Again (OLD),,00:00,09:38
Simple Harmonic Motion,,Intro to SHM,,09:38,13:44
Simple Hermonic Motion,,Equation for SHM -- DEs,,13:44,23:20
Simple Harmonic Motion,,Equation for SHM -- Solving,,23:20,35:42
Simple Harmonic Motion,,Relating Variables,,35:42,41:52
Simple Harmonic Motion,,General Cases,,41:52,50:16
