Topic,Subtopic,Filename,recompress,Video Start Time,Video End Time
Opening Videos,,The Backwards Brain Bicycle (Lect. 3),,0:00,2:33
Kinematics,One-D Motion,Motion in 1 Dimension,,2:33,9:48
Kinematics,One-D Motion,Motion with Constant Acceleration,,9:48,22:25
Kinematics,One-D Motion,Deriving the Equations of Motion,,22:25,29:27
Kinematics,One-D Motion,The Six Questions of Kinematics,,29:27,42:43
Kinematics,One-D Motion,Well-Formed and Ill-Formed Information,,42:43,51:01
