Topic,Subtopic,Filename,Video Start Time,Video End Time
Waves,31,What We've Learned - SHM,0:18,8:19
Waves,31,Units of SHM,8:19,12:50
Waves,31,Solution of the Wave Equation,12:50,20:20
Waves,31,Velocity of Waves,20:20,30:33
Waves,31,The Wave Equation as a Sine Function,30:33,40:24
Waves,31,Doppler Effect,40:24,52:10
